0 Branching ratio for H2S       Total        1 branches    
Lambda          Total          SH/H
2709.44         4.89E-21        0.00E+00
2709.93         3.30E-21        0.00E+00
2710.43         3.26E-21        0.00E+00
2710.93         2.17E-22        0.00E+00
2711.42         6.36E-21        0.00E+00
2711.92         4.80E-21        0.00E+00
2712.41         4.58E-21        0.00E+00
2712.91         5.39E-21        0.00E+00
2713.40         7.80E-22        0.00E+00
2713.90         7.03E-21        0.00E+00
2714.40         1.28E-21        0.00E+00
2714.89         5.58E-21        0.00E+00
2715.39         2.47E-21        0.00E+00
2715.88         3.66E-21        0.00E+00
2716.38         7.44E-21        0.00E+00
2716.87         2.30E-21        0.00E+00
2717.37         3.34E-21        0.00E+00
2717.86         5.20E-21        0.00E+00
2718.36         3.57E-21        0.00E+00
2718.86         3.54E-21        0.00E+00
2719.35         1.06E-21        0.00E+00
2719.85         4.47E-21        0.00E+00
2720.34         4.55E-21        0.00E+00
2720.84         2.81E-21        0.00E+00
2721.33         4.74E-21        0.00E+00
2721.83         1.94E-21        0.00E+00
2722.32         4.28E-21        0.00E+00
2722.82         2.62E-21        0.00E+00
2723.32         5.58E-21        0.00E+00
2723.81         2.40E-21        0.00E+00
2724.31         3.01E-22        0.00E+00
2724.80         7.08E-21        0.00E+00
2725.30         2.16E-21        0.00E+00
2725.79         5.32E-23        0.00E+00
2726.29         6.59E-21        0.00E+00
2726.79         1.73E-21        0.00E+00
2727.28         3.28E-21        0.00E+00
2727.78         1.26E-22        0.00E+00
2728.27         1.05E-21        0.00E+00
2728.77         1.34E-21        0.00E+00
2729.26         8.92E-22        0.00E+00
2729.76         2.37E-21        0.00E+00
2730.25         2.40E-21        0.00E+00
2730.75         6.75E-21        0.00E+00
2731.25         8.67E-22        0.00E+00
2731.74         2.58E-21        0.00E+00
2732.24         3.99E-21        0.00E+00
2732.73         3.11E-21        0.00E+00
2733.23         3.80E-21        0.00E+00
2733.72         2.09E-21        0.00E+00
2734.22         3.08E-21        0.00E+00
2734.72         1.62E-21        0.00E+00
2735.21         1.15E-21        0.00E+00
2735.71         2.29E-21        0.00E+00
2736.20         7.82E-22        0.00E+00
2736.70         5.59E-21        0.00E+00
2737.19         1.21E-21        0.00E+00
2737.69         3.95E-21        0.00E+00
2738.18         5.50E-21        0.00E+00
2738.68         1.58E-21        0.00E+00
2739.18         2.11E-21        0.00E+00
2739.67         1.82E-21        0.00E+00
2740.17         4.24E-21        0.00E+00
2740.66         2.88E-21        0.00E+00
2741.16         8.35E-22        0.00E+00
2741.65         5.65E-21        0.00E+00
2742.15         5.78E-22        0.00E+00
2742.64         2.94E-21        0.00E+00
2743.14         1.89E-21        0.00E+00
2743.64         7.46E-22        0.00E+00
2744.13         3.96E-21        0.00E+00
2744.63         8.56E-22        0.00E+00
2745.12         1.59E-21        0.00E+00
2745.62         1.80E-21        0.00E+00
2746.11         3.87E-21        0.00E+00
2746.61         4.84E-21        0.00E+00
2747.11         2.51E-21        0.00E+00
2747.60         3.15E-21        0.00E+00
2748.10         2.71E-21        0.00E+00
2748.59         2.95E-21        0.00E+00
2749.09         2.89E-21        0.00E+00
2749.58         8.93E-22        0.00E+00
2750.08         5.65E-21        0.00E+00
2750.57         1.89E-21        0.00E+00
2751.07         1.73E-22        0.00E+00
2751.57         4.23E-21        0.00E+00
2752.06         3.49E-21        0.00E+00
2752.56         6.96E-22        0.00E+00
2753.05         6.87E-22        0.00E+00
2753.55         2.54E-21        0.00E+00
2754.04         4.42E-21        0.00E+00
2754.54         3.97E-22        0.00E+00
2755.03         2.44E-21        0.00E+00
2755.53         3.06E-21        0.00E+00
2756.03         2.58E-22        0.00E+00
2756.52         6.51E-21        0.00E+00
2757.02         1.04E-21        0.00E+00
2757.51         6.26E-21        0.00E+00
2758.01         4.63E-22        0.00E+00
2758.50         1.94E-22        0.00E+00
2759.00         4.65E-21        0.00E+00
2759.50         1.23E-21        0.00E+00
2759.99         7.62E-21        0.00E+00
2760.49         4.52E-21        0.00E+00
2760.98         4.25E-21        0.00E+00
2761.48         6.24E-21        0.00E+00
2761.97         4.98E-22        0.00E+00
2762.47         3.77E-21        0.00E+00
2762.96         1.96E-21        0.00E+00
2763.46         2.35E-21        0.00E+00
2763.96         2.78E-22        0.00E+00
2764.45         1.55E-21        0.00E+00
2764.95         3.54E-21        0.00E+00
2765.44         2.16E-21        0.00E+00
2765.94         3.50E-21        0.00E+00
2766.43         4.89E-21        0.00E+00
2766.93         2.22E-21        0.00E+00
2767.43         1.00E-21        0.00E+00
2767.92         4.85E-22        0.00E+00
2768.42         1.68E-21        0.00E+00
2768.91         3.01E-21        0.00E+00
2769.41         2.05E-21        0.00E+00
2769.90         4.20E-21        0.00E+00
2770.40         3.55E-22        0.00E+00
2770.89         3.46E-22        0.00E+00
2771.39         5.10E-21        0.00E+00
2771.89         1.77E-21        0.00E+00
2772.38         3.55E-21        0.00E+00
2772.88         3.85E-21        0.00E+00
2773.37         3.02E-22        0.00E+00
2773.87         4.75E-21        0.00E+00
2774.36         8.04E-22        0.00E+00
2774.86         3.20E-21        0.00E+00
2775.35         4.90E-21        0.00E+00
2775.85         3.35E-21        0.00E+00
2776.35         4.42E-21        0.00E+00
2776.84         1.02E-21        0.00E+00
2777.34         2.25E-21        0.00E+00
2777.83         2.99E-21        0.00E+00
2778.33         9.35E-22        0.00E+00
2778.82         3.98E-21        0.00E+00
2779.32         4.41E-22        0.00E+00
2779.82         1.57E-21        0.00E+00
2780.31         1.58E-21        0.00E+00
2780.81         1.93E-21        0.00E+00
2781.30         6.90E-21        0.00E+00
2781.80         3.22E-22        0.00E+00
2782.29         8.88E-23        0.00E+00
2782.79         6.15E-21        0.00E+00
2783.28         1.21E-21        0.00E+00
2783.78         5.26E-21        0.00E+00
2784.28         4.51E-21        0.00E+00
2784.77         1.40E-21        0.00E+00
2785.27         3.64E-21        0.00E+00
2785.76         1.90E-21        0.00E+00
2786.26         3.04E-21        0.00E+00
2786.75         1.68E-21        0.00E+00
2787.25         1.05E-21        0.00E+00
2787.74         3.85E-21        0.00E+00
2788.24         1.61E-21        0.00E+00
2788.74         6.55E-22        0.00E+00
2789.23         3.26E-22        0.00E+00
2789.73         1.46E-21        0.00E+00
2790.22         5.42E-21        0.00E+00
2790.72         1.60E-21        0.00E+00
2791.21         4.49E-21        0.00E+00
2791.71         2.91E-21        0.00E+00
2792.21         1.81E-21        0.00E+00
2792.70         5.84E-21        0.00E+00
2793.20         8.49E-22        0.00E+00
2793.69         1.95E-21        0.00E+00
2794.19         4.91E-21        0.00E+00
2794.68         4.67E-22        0.00E+00
2795.18         3.88E-21        0.00E+00
2795.67         1.82E-21        0.00E+00
2796.17         4.57E-22        0.00E+00
2796.67         2.82E-21        0.00E+00
2797.16         1.27E-21        0.00E+00
2797.66         3.86E-21        0.00E+00
2798.15         4.49E-21        0.00E+00
2798.65         1.93E-21        0.00E+00
2799.14         1.92E-21        0.00E+00
2799.64         6.83E-22        0.00E+00
2800.14         1.52E-21        0.00E+00
2800.63         4.61E-21        0.00E+00
2801.13         1.08E-21        0.00E+00
2801.62         7.42E-21        0.00E+00
2802.12         3.02E-22        0.00E+00
2802.61         1.81E-21        0.00E+00
2803.11         2.64E-21        0.00E+00
2803.60         9.22E-22        0.00E+00
2804.10         7.44E-22        0.00E+00
2804.60         5.14E-21        0.00E+00
2805.09         1.96E-21        0.00E+00
2805.59         5.63E-21        0.00E+00
2806.08         3.31E-21        0.00E+00
2806.58         5.95E-21        0.00E+00
2807.07         5.05E-21        0.00E+00
2807.57         1.44E-21        0.00E+00
2808.06         3.65E-21        0.00E+00
2808.56         5.91E-21        0.00E+00
2809.06         1.79E-21        0.00E+00
2809.55         4.94E-21        0.00E+00
2810.05         4.58E-22        0.00E+00
2810.54         2.67E-21        0.00E+00
2811.04         2.94E-21        0.00E+00
2811.53         5.47E-22        0.00E+00
2812.03         4.43E-21        0.00E+00
2812.53         1.31E-21        0.00E+00
2813.02         3.27E-21        0.00E+00
2813.52         1.09E-21        0.00E+00
2814.01         2.92E-22        0.00E+00
2814.51         6.45E-21        0.00E+00
2815.00         1.81E-21        0.00E+00
2815.50         1.29E-21        0.00E+00
2815.99         6.36E-21        0.00E+00
2816.49         7.48E-22        0.00E+00
2816.99         2.66E-21        0.00E+00
2817.48         4.16E-21        0.00E+00
2817.98         1.44E-21        0.00E+00
2818.47         4.91E-21        0.00E+00
2818.97         1.93E-21        0.00E+00
2819.46         2.63E-21        0.00E+00
2819.96         4.58E-21        0.00E+00
2820.46         1.40E-21        0.00E+00
2820.95         3.29E-21        0.00E+00
2821.45         6.87E-22        0.00E+00
2821.94         1.25E-21        0.00E+00
2822.44         4.91E-21        0.00E+00
2822.93         1.65E-21        0.00E+00
2823.43         2.00E-21        0.00E+00
2823.92         4.74E-21        0.00E+00
2824.42         1.40E-21        0.00E+00
2824.92         6.04E-21        0.00E+00
2825.41         2.96E-21        0.00E+00
2825.91         1.86E-21        0.00E+00
2826.40         4.49E-21        0.00E+00
2826.90         9.24E-22        0.00E+00
2827.39         4.15E-22        0.00E+00
2827.89         1.68E-21        0.00E+00
2828.38         1.90E-22        0.00E+00
2828.88         7.99E-21        0.00E+00
2829.38         5.55E-22        0.00E+00
2829.87         3.98E-21        0.00E+00
2830.37         3.75E-21        0.00E+00
2830.86         6.50E-22        0.00E+00
2831.36         8.97E-22        0.00E+00
2831.85         1.76E-21        0.00E+00
2832.35         1.06E-21        0.00E+00
2832.85         1.88E-21        0.00E+00
2833.34         9.97E-22        0.00E+00
2833.84         2.35E-21        0.00E+00
2834.33         3.86E-22        0.00E+00
2834.83         1.97E-21        0.00E+00
2835.32         6.06E-21        0.00E+00
2835.82         2.28E-21        0.00E+00
2836.31         1.26E-21        0.00E+00
2836.81         1.56E-21        0.00E+00
2837.31         7.55E-22        0.00E+00
2837.80         6.20E-22        0.00E+00
2838.30         1.28E-21        0.00E+00
2838.79         1.86E-21        0.00E+00
2839.29         1.20E-21        0.00E+00
2839.78         2.59E-21        0.00E+00
2840.28         1.20E-21        0.00E+00
2840.77         5.31E-21        0.00E+00
2841.27         2.70E-21        0.00E+00
2841.77         2.83E-21        0.00E+00
2842.26         1.44E-22        0.00E+00
2842.76         2.20E-21        0.00E+00
2843.25         2.55E-21        0.00E+00
2843.75         1.35E-21        0.00E+00
2844.24         3.09E-21        0.00E+00
2844.74         6.74E-21        0.00E+00
2845.24         2.19E-21        0.00E+00
2845.73         2.07E-21        0.00E+00
2846.23         3.86E-21        0.00E+00
2846.72         7.05E-22        0.00E+00
2847.22         8.06E-22        0.00E+00
2847.71         1.41E-21        0.00E+00
2848.21         3.79E-22        0.00E+00
2848.70         4.05E-21        0.00E+00
2849.20         1.99E-21        0.00E+00
2849.70         1.06E-21        0.00E+00
2850.19         2.84E-21        0.00E+00
2850.69         9.31E-22        0.00E+00
2851.18         2.62E-21        0.00E+00
2851.68         4.56E-21        0.00E+00
2852.17         2.02E-21        0.00E+00
2852.67         2.36E-21        0.00E+00
2853.17         2.96E-21        0.00E+00
2853.66         5.92E-22        0.00E+00
2854.16         2.66E-21        0.00E+00
2854.65         2.09E-21        0.00E+00
2855.15         4.70E-21        0.00E+00
2855.64         1.39E-21        0.00E+00
2856.14         2.29E-21        0.00E+00
2856.63         5.00E-21        0.00E+00
2857.13         3.25E-21        0.00E+00
2857.63         9.85E-22        0.00E+00
2858.12         3.32E-21        0.00E+00
2858.62         3.76E-21        0.00E+00
2859.11         4.76E-22        0.00E+00
2859.61         1.47E-21        0.00E+00
2860.10         2.63E-21        0.00E+00
2860.60         1.10E-21        0.00E+00
2861.09         1.43E-21        0.00E+00
2861.59         3.08E-22        0.00E+00
2862.09         3.28E-21        0.00E+00
2862.58         1.39E-21        0.00E+00
2863.08         2.11E-21        0.00E+00
2863.57         3.13E-21        0.00E+00
2864.07         2.59E-21        0.00E+00
2864.56         1.76E-21        0.00E+00
2865.06         5.34E-22        0.00E+00
2865.56         1.20E-21        0.00E+00
2866.05         4.84E-21        0.00E+00
2866.55         1.61E-21        0.00E+00
2867.04         8.43E-22        0.00E+00
2867.54         3.44E-21        0.00E+00
2868.03         1.67E-21        0.00E+00
2868.53         2.40E-21        0.00E+00
2869.02         3.04E-21        0.00E+00
2869.52         5.49E-22        0.00E+00
2870.02         3.80E-21        0.00E+00
2870.51         7.71E-22        0.00E+00
2871.01         7.95E-23        0.00E+00
2871.50         5.71E-21        0.00E+00
2872.00         2.17E-22        0.00E+00
2872.49         3.23E-21        0.00E+00
2872.99         2.03E-21        0.00E+00
2873.49         6.17E-22        0.00E+00
2873.98         2.71E-21        0.00E+00
2874.48         8.83E-22        0.00E+00
2874.97         8.01E-22        0.00E+00
2875.47         4.25E-21        0.00E+00
2875.96         7.38E-22        0.00E+00
2876.46         1.61E-21        0.00E+00
2876.95         2.28E-21        0.00E+00
2877.45         1.37E-21        0.00E+00
2877.95         2.06E-21        0.00E+00
2878.44         4.73E-21        0.00E+00
2878.94         1.62E-21        0.00E+00
2879.43         5.79E-21        0.00E+00
2879.93         7.90E-22        0.00E+00
2880.42         2.98E-22        0.00E+00
2880.92         3.95E-21        0.00E+00
2881.41         1.87E-21        0.00E+00
2881.91         1.90E-21        0.00E+00
2882.41         4.93E-21        0.00E+00
2882.90         7.90E-22        0.00E+00
2883.40         3.30E-21        0.00E+00
2883.89         2.61E-22        0.00E+00
2884.39         1.55E-21        0.00E+00
2884.88         5.91E-21        0.00E+00
2885.38         7.27E-22        0.00E+00
2885.88         4.06E-21        0.00E+00
2886.37         9.25E-22        0.00E+00
2886.87         7.79E-22        0.00E+00
2887.36         1.62E-21        0.00E+00
2887.86         6.59E-21        0.00E+00
2888.35         2.33E-21        0.00E+00
2888.85         2.26E-21        0.00E+00
