0 Branching ratio for SO2       Total        1 branches    
Lambda          Total           SO/O
2709.93         4.78E-19        0.00E+00
2710.43         4.88E-19        0.00E+00
2710.93         5.02E-19        0.00E+00
2711.42         5.18E-19        0.00E+00
2711.92         5.33E-19        0.00E+00
2712.41         5.41E-19        0.00E+00
2712.91         5.49E-19        0.00E+00
2713.40         5.49E-19        0.00E+00
2713.90         5.49E-19        0.00E+00
2714.40         5.51E-19        0.00E+00
2714.89         5.54E-19        0.00E+00
2715.39         5.59E-19        0.00E+00
2715.88         5.65E-19        0.00E+00
2716.38         5.71E-19        0.00E+00
2716.87         5.75E-19        0.00E+00
2717.37         5.80E-19        0.00E+00
2717.86         5.85E-19        0.00E+00
2718.36         5.90E-19        0.00E+00
2718.86         5.94E-19        0.00E+00
2719.35         5.95E-19        0.00E+00
2719.85         5.96E-19        0.00E+00
2720.34         5.94E-19        0.00E+00
2720.84         5.93E-19        0.00E+00
2721.33         5.92E-19        0.00E+00
2721.83         5.92E-19        0.00E+00
2722.32         5.96E-19        0.00E+00
2722.82         6.02E-19        0.00E+00
2723.32         6.07E-19        0.00E+00
2723.81         6.07E-19        0.00E+00
2724.31         6.07E-19        0.00E+00
2724.80         6.01E-19        0.00E+00
2725.30         5.95E-19        0.00E+00
2725.79         5.95E-19        0.00E+00
2726.29         5.97E-19        0.00E+00
2726.79         6.01E-19        0.00E+00
2727.28         6.08E-19        0.00E+00
2727.78         6.14E-19        0.00E+00
2728.27         6.13E-19        0.00E+00
2728.77         6.12E-19        0.00E+00
2729.26         6.08E-19        0.00E+00
2729.76         6.04E-19        0.00E+00
2730.25         6.00E-19        0.00E+00
2730.75         5.97E-19        0.00E+00
2731.25         5.95E-19        0.00E+00
2731.74         5.97E-19        0.00E+00
2732.24         5.99E-19        0.00E+00
2732.73         6.16E-19        0.00E+00
2733.23         6.34E-19        0.00E+00
2733.72         6.58E-19        0.00E+00
2734.22         6.85E-19        0.00E+00
2734.72         7.06E-19        0.00E+00
2735.21         7.17E-19        0.00E+00
2735.71         7.25E-19        0.00E+00
2736.20         7.15E-19        0.00E+00
2736.70         7.05E-19        0.00E+00
2737.19         6.95E-19        0.00E+00
2737.69         6.85E-19        0.00E+00
2738.18         6.75E-19        0.00E+00
2738.68         6.66E-19        0.00E+00
2739.18         6.54E-19        0.00E+00
2739.67         6.35E-19        0.00E+00
2740.17         6.16E-19        0.00E+00
2740.66         5.91E-19        0.00E+00
2741.16         5.67E-19        0.00E+00
2741.65         5.49E-19        0.00E+00
2742.15         5.33E-19        0.00E+00
2742.64         5.25E-19        0.00E+00
2743.14         5.25E-19        0.00E+00
2743.64         5.28E-19        0.00E+00
2744.13         5.42E-19        0.00E+00
2744.63         5.56E-19        0.00E+00
2745.12         5.76E-19        0.00E+00
2745.62         5.97E-19        0.00E+00
2746.11         6.17E-19        0.00E+00
2746.61         6.37E-19        0.00E+00
2747.11         6.53E-19        0.00E+00
2747.60         6.63E-19        0.00E+00
2748.10         6.73E-19        0.00E+00
2748.59         6.73E-19        0.00E+00
2749.09         6.72E-19        0.00E+00
2749.58         6.70E-19        0.00E+00
2750.08         6.66E-19        0.00E+00
2750.57         6.65E-19        0.00E+00
2751.07         6.68E-19        0.00E+00
2751.57         6.71E-19        0.00E+00
2752.06         6.72E-19        0.00E+00
2752.56         6.73E-19        0.00E+00
2753.05         6.70E-19        0.00E+00
2753.55         6.67E-19        0.00E+00
2754.04         6.66E-19        0.00E+00
2754.54         6.66E-19        0.00E+00
2755.03         6.62E-19        0.00E+00
2755.53         6.55E-19        0.00E+00
2756.03         6.47E-19        0.00E+00
2756.52         6.37E-19        0.00E+00
2757.02         6.27E-19        0.00E+00
2757.51         6.28E-19        0.00E+00
2758.01         6.31E-19        0.00E+00
2758.50         6.31E-19        0.00E+00
2759.00         6.29E-19        0.00E+00
2759.50         6.24E-19        0.00E+00
2759.99         6.13E-19        0.00E+00
2760.49         6.03E-19        0.00E+00
2760.98         5.99E-19        0.00E+00
2761.48         5.94E-19        0.00E+00
2761.97         5.99E-19        0.00E+00
2762.47         6.07E-19        0.00E+00
2762.96         6.22E-19        0.00E+00
2763.46         6.46E-19        0.00E+00
2763.96         6.70E-19        0.00E+00
2764.45         6.96E-19        0.00E+00
2764.95         7.21E-19        0.00E+00
2765.44         7.28E-19        0.00E+00
2765.94         7.34E-19        0.00E+00
2766.43         7.30E-19        0.00E+00
2766.93         7.22E-19        0.00E+00
2767.43         7.13E-19        0.00E+00
2767.92         7.00E-19        0.00E+00
2768.42         6.88E-19        0.00E+00
2768.91         6.76E-19        0.00E+00
2769.41         6.64E-19        0.00E+00
2769.90         6.65E-19        0.00E+00
2770.40         6.67E-19        0.00E+00
2770.89         6.82E-19        0.00E+00
2771.39         7.04E-19        0.00E+00
2771.89         7.21E-19        0.00E+00
2772.38         7.31E-19        0.00E+00
2772.88         7.39E-19        0.00E+00
2773.37         7.23E-19        0.00E+00
2773.87         7.06E-19        0.00E+00
2774.36         6.89E-19        0.00E+00
2774.86         6.71E-19        0.00E+00
2775.35         6.59E-19        0.00E+00
2775.85         6.51E-19        0.00E+00
2776.35         6.50E-19        0.00E+00
2776.84         6.64E-19        0.00E+00
2777.34         6.78E-19        0.00E+00
2777.83         7.06E-19        0.00E+00
2778.33         7.35E-19        0.00E+00
2778.82         7.58E-19        0.00E+00
2779.32         7.80E-19        0.00E+00
2779.82         7.94E-19        0.00E+00
2780.31         8.03E-19        0.00E+00
2780.81         8.09E-19        0.00E+00
2781.30         8.05E-19        0.00E+00
2781.80         8.01E-19        0.00E+00
2782.29         7.84E-19        0.00E+00
2782.79         7.67E-19        0.00E+00
2783.28         7.44E-19        0.00E+00
2783.78         7.19E-19        0.00E+00
2784.28         6.96E-19        0.00E+00
2784.77         6.73E-19        0.00E+00
2785.27         6.52E-19        0.00E+00
2785.76         6.34E-19        0.00E+00
2786.26         6.16E-19        0.00E+00
2786.75         6.15E-19        0.00E+00
2787.25         6.15E-19        0.00E+00
2787.74         6.38E-19        0.00E+00
2788.24         6.71E-19        0.00E+00
2788.74         7.11E-19        0.00E+00
2789.23         7.58E-19        0.00E+00
2789.73         8.01E-19        0.00E+00
2790.22         8.25E-19        0.00E+00
2790.72         8.49E-19        0.00E+00
2791.21         8.34E-19        0.00E+00
2791.71         8.17E-19        0.00E+00
2792.21         7.87E-19        0.00E+00
2792.70         7.51E-19        0.00E+00
2793.20         7.17E-19        0.00E+00
2793.69         6.85E-19        0.00E+00
2794.19         6.55E-19        0.00E+00
2794.68         6.38E-19        0.00E+00
2795.18         6.21E-19        0.00E+00
2795.67         6.41E-19        0.00E+00
2796.17         6.65E-19        0.00E+00
2796.67         7.15E-19        0.00E+00
2797.16         7.80E-19        0.00E+00
2797.66         8.38E-19        0.00E+00
2798.15         8.84E-19        0.00E+00
2798.65         9.23E-19        0.00E+00
2799.14         9.19E-19        0.00E+00
2799.64         9.15E-19        0.00E+00
2800.14         8.94E-19        0.00E+00
2800.63         8.70E-19        0.00E+00
2801.13         8.52E-19        0.00E+00
2801.62         8.38E-19        0.00E+00
2802.12         8.25E-19        0.00E+00
2802.61         8.14E-19        0.00E+00
2803.11         8.03E-19        0.00E+00
2803.60         7.86E-19        0.00E+00
2804.10         7.69E-19        0.00E+00
2804.60         7.58E-19        0.00E+00
2805.09         7.46E-19        0.00E+00
2805.59         7.39E-19        0.00E+00
2806.08         7.34E-19        0.00E+00
2806.58         7.28E-19        0.00E+00
2807.07         7.21E-19        0.00E+00
2807.57         7.13E-19        0.00E+00
2808.06         6.97E-19        0.00E+00
2808.56         6.81E-19        0.00E+00
2809.06         6.72E-19        0.00E+00
2809.55         6.63E-19        0.00E+00
2810.05         6.68E-19        0.00E+00
2810.54         6.81E-19        0.00E+00
2811.04         6.97E-19        0.00E+00
2811.53         7.16E-19        0.00E+00
2812.03         7.34E-19        0.00E+00
2812.53         7.46E-19        0.00E+00
2813.02         7.59E-19        0.00E+00
2813.52         7.79E-19        0.00E+00
2814.01         8.01E-19        0.00E+00
2814.51         8.27E-19        0.00E+00
2815.00         8.54E-19        0.00E+00
2815.50         8.75E-19        0.00E+00
2815.99         8.83E-19        0.00E+00
2816.49         8.90E-19        0.00E+00
2816.99         8.89E-19        0.00E+00
2817.48         8.88E-19        0.00E+00
2817.98         8.92E-19        0.00E+00
2818.47         8.95E-19        0.00E+00
2818.97         8.91E-19        0.00E+00
2819.46         8.82E-19        0.00E+00
2819.96         8.70E-19        0.00E+00
2820.46         8.54E-19        0.00E+00
2820.95         8.38E-19        0.00E+00
2821.45         8.19E-19        0.00E+00
2821.94         8.00E-19        0.00E+00
2822.44         7.76E-19        0.00E+00
2822.93         7.50E-19        0.00E+00
2823.43         7.26E-19        0.00E+00
2823.92         7.03E-19        0.00E+00
2824.42         6.85E-19        0.00E+00
2824.92         6.76E-19        0.00E+00
2825.41         6.68E-19        0.00E+00
2825.91         6.65E-19        0.00E+00
2826.40         6.62E-19        0.00E+00
2826.90         6.53E-19        0.00E+00
2827.39         6.45E-19        0.00E+00
2827.89         6.33E-19        0.00E+00
2828.38         6.21E-19        0.00E+00
2828.88         6.14E-19        0.00E+00
2829.38         6.14E-19        0.00E+00
2829.87         6.23E-19        0.00E+00
2830.37         6.67E-19        0.00E+00
2830.86         7.11E-19        0.00E+00
2831.36         7.76E-19        0.00E+00
2831.85         8.43E-19        0.00E+00
2832.35         8.83E-19        0.00E+00
2832.85         9.13E-19        0.00E+00
2833.34         9.24E-19        0.00E+00
2833.84         9.14E-19        0.00E+00
2834.33         9.03E-19        0.00E+00
2834.83         8.87E-19        0.00E+00
2835.32         8.71E-19        0.00E+00
2835.82         8.57E-19        0.00E+00
2836.31         8.42E-19        0.00E+00
2836.81         8.26E-19        0.00E+00
2837.31         8.09E-19        0.00E+00
2837.80         7.95E-19        0.00E+00
2838.30         7.83E-19        0.00E+00
2838.79         7.71E-19        0.00E+00
2839.29         7.56E-19        0.00E+00
2839.78         7.41E-19        0.00E+00
2840.28         7.22E-19        0.00E+00
2840.77         7.03E-19        0.00E+00
2841.27         6.92E-19        0.00E+00
2841.77         6.82E-19        0.00E+00
2842.26         6.81E-19        0.00E+00
2842.76         6.87E-19        0.00E+00
2843.25         6.96E-19        0.00E+00
2843.75         7.10E-19        0.00E+00
2844.24         7.24E-19        0.00E+00
2844.74         7.27E-19        0.00E+00
2845.24         7.29E-19        0.00E+00
2845.73         7.28E-19        0.00E+00
2846.23         7.27E-19        0.00E+00
2846.72         7.34E-19        0.00E+00
2847.22         7.47E-19        0.00E+00
2847.71         7.64E-19        0.00E+00
2848.21         7.85E-19        0.00E+00
2848.70         8.05E-19        0.00E+00
2849.20         8.15E-19        0.00E+00
2849.70         8.25E-19        0.00E+00
2850.19         8.40E-19        0.00E+00
2850.69         8.56E-19        0.00E+00
2851.18         8.87E-19        0.00E+00
2851.68         9.26E-19        0.00E+00
2852.17         9.61E-19        0.00E+00
2852.67         9.91E-19        0.00E+00
2853.17         1.02E-18        0.00E+00
2853.66         1.01E-18        0.00E+00
2854.16         1.00E-18        0.00E+00
2854.65         9.74E-19        0.00E+00
2855.15         9.44E-19        0.00E+00
2855.64         9.15E-19        0.00E+00
2856.14         8.85E-19        0.00E+00
2856.63         8.59E-19        0.00E+00
2857.13         8.36E-19        0.00E+00
2857.63         8.16E-19        0.00E+00
2858.12         8.03E-19        0.00E+00
2858.62         7.90E-19        0.00E+00
2859.11         7.73E-19        0.00E+00
2859.61         7.56E-19        0.00E+00
2860.10         7.36E-19        0.00E+00
2860.60         7.14E-19        0.00E+00
2861.09         6.97E-19        0.00E+00
2861.59         6.83E-19        0.00E+00
2862.09         6.69E-19        0.00E+00
2862.58         6.56E-19        0.00E+00
2863.08         6.44E-19        0.00E+00
2863.57         6.39E-19        0.00E+00
2864.07         6.34E-19        0.00E+00
2864.56         6.52E-19        0.00E+00
2865.06         6.75E-19        0.00E+00
2865.56         7.16E-19        0.00E+00
2866.05         7.71E-19        0.00E+00
2866.55         8.26E-19        0.00E+00
2867.04         8.82E-19        0.00E+00
2867.54         9.35E-19        0.00E+00
2868.03         9.61E-19        0.00E+00
2868.53         9.88E-19        0.00E+00
2869.02         9.91E-19        0.00E+00
2869.52         9.91E-19        0.00E+00
2870.02         9.85E-19        0.00E+00
2870.51         9.77E-19        0.00E+00
2871.01         9.65E-19        0.00E+00
2871.50         9.49E-19        0.00E+00
2872.00         9.31E-19        0.00E+00
2872.49         9.05E-19        0.00E+00
2872.99         8.80E-19        0.00E+00
2873.49         8.66E-19        0.00E+00
2873.98         8.52E-19        0.00E+00
2874.48         8.45E-19        0.00E+00
2874.97         8.39E-19        0.00E+00
2875.47         8.29E-19        0.00E+00
2875.96         8.15E-19        0.00E+00
2876.46         8.00E-19        0.00E+00
2876.95         7.83E-19        0.00E+00
2877.45         7.66E-19        0.00E+00
2877.95         7.54E-19        0.00E+00
2878.44         7.43E-19        0.00E+00
2878.94         7.32E-19        0.00E+00
2879.43         7.20E-19        0.00E+00
2879.93         7.11E-19        0.00E+00
2880.42         7.02E-19        0.00E+00
2880.92         6.94E-19        0.00E+00
2881.41         6.88E-19        0.00E+00
2881.91         6.82E-19        0.00E+00
2882.41         6.73E-19        0.00E+00
2882.90         6.64E-19        0.00E+00
2883.40         6.66E-19        0.00E+00
2883.89         6.70E-19        0.00E+00
2884.39         6.84E-19        0.00E+00
2884.88         7.05E-19        0.00E+00
2885.38         7.32E-19        0.00E+00
2885.88         7.69E-19        0.00E+00
2886.37         8.09E-19        0.00E+00
2886.87         8.62E-19        0.00E+00
2887.36         9.15E-19        0.00E+00
2887.86         9.54E-19        0.00E+00
2888.35         9.93E-19        0.00E+00
2888.85         1.00E-18        0.00E+00
2889.34         1.00E-18        0.00E+00
