0 Branching ratio for O2       Total        1 branches    
Lambda          Total           O/O
2159.81         1.35E-23        1.35E-23
2160.31         1.34E-23        1.34E-23
2160.80         1.34E-23        1.34E-23
2161.30         1.34E-23        1.34E-23
2161.79         1.33E-23        1.33E-23
2162.29         1.33E-23        1.33E-23
2162.78         1.33E-23        1.33E-23
2163.28         1.32E-23        1.32E-23
2163.78         1.32E-23        1.32E-23
2164.27         1.31E-23        1.31E-23
2164.77         1.31E-23        1.31E-23
2165.26         1.31E-23        1.31E-23
2165.76         1.30E-23        1.30E-23
2166.25         1.30E-23        1.30E-23
2166.75         1.30E-23        1.30E-23
2167.24         1.29E-23        1.29E-23
2167.74         1.29E-23        1.29E-23
2168.24         1.29E-23        1.29E-23
2168.73         1.28E-23        1.28E-23
2169.23         1.28E-23        1.28E-23
2169.72         1.27E-23        1.27E-23
2170.22         1.27E-23        1.27E-23
2170.71         1.27E-23        1.27E-23
2171.21         1.26E-23        1.26E-23
2171.71         1.26E-23        1.26E-23
2172.20         1.26E-23        1.26E-23
2172.70         1.25E-23        1.25E-23
2173.19         1.25E-23        1.25E-23
2173.69         1.24E-23        1.24E-23
2174.18         1.24E-23        1.24E-23
2174.68         1.24E-23        1.24E-23
2175.17         1.23E-23        1.23E-23
2175.67         1.23E-23        1.23E-23
2176.17         1.23E-23        1.23E-23
2176.66         1.22E-23        1.22E-23
2177.16         1.22E-23        1.22E-23
2177.65         1.22E-23        1.22E-23
2178.15         1.21E-23        1.21E-23
2178.64         1.21E-23        1.21E-23
2179.14         1.20E-23        1.20E-23
2179.64         1.20E-23        1.20E-23
2180.13         1.20E-23        1.20E-23
2180.63         1.19E-23        1.19E-23
2181.12         1.19E-23        1.19E-23
2181.62         1.19E-23        1.19E-23
2182.11         1.18E-23        1.18E-23
2182.61         1.18E-23        1.18E-23
2183.10         1.18E-23        1.18E-23
2183.60         1.17E-23        1.17E-23
2184.10         1.17E-23        1.17E-23
2184.59         1.16E-23        1.16E-23
2185.09         1.16E-23        1.16E-23
2185.58         1.16E-23        1.16E-23
2186.08         1.15E-23        1.15E-23
2186.57         1.15E-23        1.15E-23
2187.07         1.15E-23        1.15E-23
2187.56         1.14E-23        1.14E-23
2188.06         1.14E-23        1.14E-23
2188.56         1.13E-23        1.13E-23
2189.05         1.13E-23        1.13E-23
2189.55         1.13E-23        1.13E-23
2190.04         1.12E-23        1.12E-23
2190.54         1.12E-23        1.12E-23
2191.03         1.12E-23        1.12E-23
2191.53         1.11E-23        1.11E-23
2192.03         1.11E-23        1.11E-23
2192.52         1.11E-23        1.11E-23
2193.02         1.10E-23        1.10E-23
2193.51         1.10E-23        1.10E-23
2194.01         1.09E-23        1.09E-23
2194.50         1.09E-23        1.09E-23
2195.00         1.09E-23        1.09E-23
2195.49         1.08E-23        1.08E-23
2195.99         1.08E-23        1.08E-23
2196.49         1.08E-23        1.08E-23
2196.98         1.07E-23        1.07E-23
2197.48         1.07E-23        1.07E-23
2197.97         1.07E-23        1.07E-23
2198.47         1.06E-23        1.06E-23
2198.96         1.06E-23        1.06E-23
2199.46         1.05E-23        1.05E-23
2199.95         1.05E-23        1.05E-23
2200.45         1.05E-23        1.05E-23
2200.95         1.05E-23        1.05E-23
2201.44         1.04E-23        1.04E-23
2201.94         1.04E-23        1.04E-23
2202.43         1.04E-23        1.04E-23
2202.93         1.04E-23        1.04E-23
2203.42         1.04E-23        1.04E-23
2203.92         1.04E-23        1.04E-23
2204.42         1.03E-23        1.03E-23
2204.91         1.03E-23        1.03E-23
2205.41         1.03E-23        1.03E-23
2205.90         1.03E-23        1.03E-23
2206.40         1.03E-23        1.03E-23
2206.89         1.03E-23        1.03E-23
2207.39         1.02E-23        1.02E-23
2207.88         1.02E-23        1.02E-23
2208.38         1.02E-23        1.02E-23
2208.88         1.02E-23        1.02E-23
2209.37         1.02E-23        1.02E-23
2209.87         1.01E-23        1.01E-23
2210.36         1.01E-23        1.01E-23
2210.86         1.01E-23        1.01E-23
2211.35         1.01E-23        1.01E-23
2211.85         1.01E-23        1.01E-23
2212.35         1.01E-23        1.01E-23
2212.84         1.00E-23        1.00E-23
2213.34         1.00E-23        1.00E-23
2213.83         1.00E-23        1.00E-23
2214.33         9.99E-24        9.99E-24
2214.82         9.97E-24        9.97E-24
2215.32         9.95E-24        9.95E-24
2215.81         9.93E-24        9.93E-24
2216.31         9.92E-24        9.92E-24
2216.81         9.90E-24        9.90E-24
2217.30         9.88E-24        9.88E-24
2217.80         9.86E-24        9.86E-24
2218.29         9.85E-24        9.85E-24
2218.79         9.83E-24        9.83E-24
2219.28         9.81E-24        9.81E-24
2219.78         9.79E-24        9.79E-24
2220.27         9.77E-24        9.77E-24
2220.77         9.76E-24        9.76E-24
2221.27         9.74E-24        9.74E-24
2221.76         9.72E-24        9.72E-24
2222.26         9.70E-24        9.70E-24
2222.75         9.69E-24        9.69E-24
2223.25         9.67E-24        9.67E-24
2223.74         9.65E-24        9.65E-24
2224.24         9.63E-24        9.63E-24
2224.74         9.61E-24        9.61E-24
2225.23         9.60E-24        9.60E-24
2225.73         9.58E-24        9.58E-24
2226.22         9.56E-24        9.56E-24
2226.72         9.54E-24        9.54E-24
2227.21         9.53E-24        9.53E-24
2227.71         9.51E-24        9.51E-24
2228.20         9.49E-24        9.49E-24
2228.70         9.47E-24        9.47E-24
2229.20         9.45E-24        9.45E-24
2229.69         9.44E-24        9.44E-24
2230.19         9.42E-24        9.42E-24
2230.68         9.40E-24        9.40E-24
2231.18         9.38E-24        9.38E-24
2231.67         9.37E-24        9.37E-24
2232.17         9.35E-24        9.35E-24
2232.67         9.33E-24        9.33E-24
2233.16         9.31E-24        9.31E-24
2233.66         9.30E-24        9.30E-24
2234.15         9.28E-24        9.28E-24
2234.65         9.26E-24        9.26E-24
2235.14         9.24E-24        9.24E-24
2235.64         9.22E-24        9.22E-24
2236.13         9.21E-24        9.21E-24
2236.63         9.19E-24        9.19E-24
2237.13         9.17E-24        9.17E-24
2237.62         9.15E-24        9.15E-24
2238.12         9.14E-24        9.14E-24
2238.61         9.12E-24        9.12E-24
2239.11         9.10E-24        9.10E-24
2239.60         9.08E-24        9.08E-24
2240.10         9.06E-24        9.06E-24
2240.59         9.05E-24        9.05E-24
2241.09         9.03E-24        9.03E-24
2241.59         9.01E-24        9.01E-24
2242.08         8.99E-24        8.99E-24
2242.58         8.98E-24        8.98E-24
2243.07         8.96E-24        8.96E-24
2243.57         8.94E-24        8.94E-24
2244.06         8.92E-24        8.92E-24
2244.56         8.90E-24        8.90E-24
2245.06         8.89E-24        8.89E-24
2245.55         8.87E-24        8.87E-24
2246.05         8.85E-24        8.85E-24
2246.54         8.83E-24        8.83E-24
2247.04         8.82E-24        8.82E-24
2247.53         8.80E-24        8.80E-24
2248.03         8.78E-24        8.78E-24
2248.52         8.76E-24        8.76E-24
2249.02         8.75E-24        8.75E-24
2249.52         8.73E-24        8.73E-24
2250.01         8.71E-24        8.71E-24
2250.51         8.70E-24        8.70E-24
2251.00         8.68E-24        8.68E-24
2251.50         8.67E-24        8.67E-24
2251.99         8.65E-24        8.65E-24
2252.49         8.64E-24        8.64E-24
2252.98         8.62E-24        8.62E-24
2253.48         8.61E-24        8.61E-24
2253.98         8.59E-24        8.59E-24
2254.47         8.58E-24        8.58E-24
2254.97         8.56E-24        8.56E-24
2255.46         8.55E-24        8.55E-24
2255.96         8.53E-24        8.53E-24
2256.45         8.52E-24        8.52E-24
2256.95         8.51E-24        8.51E-24
2257.45         8.49E-24        8.49E-24
2257.94         8.48E-24        8.48E-24
2258.44         8.46E-24        8.46E-24
2258.93         8.45E-24        8.45E-24
2259.43         8.43E-24        8.43E-24
2259.92         8.42E-24        8.42E-24
2260.42         8.40E-24        8.40E-24
2260.91         8.39E-24        8.39E-24
2261.41         8.37E-24        8.37E-24
2261.91         8.36E-24        8.36E-24
2262.40         8.35E-24        8.35E-24
2262.90         8.33E-24        8.33E-24
2263.39         8.32E-24        8.32E-24
2263.89         8.30E-24        8.30E-24
2264.38         8.29E-24        8.29E-24
2264.88         8.27E-24        8.27E-24
2265.38         8.26E-24        8.26E-24
2265.87         8.24E-24        8.24E-24
2266.37         8.23E-24        8.23E-24
2266.86         8.21E-24        8.21E-24
2267.36         8.20E-24        8.20E-24
2267.85         8.19E-24        8.19E-24
2268.35         8.17E-24        8.17E-24
2268.84         8.16E-24        8.16E-24
2269.34         8.14E-24        8.14E-24
2269.84         8.13E-24        8.13E-24
2270.33         8.11E-24        8.11E-24
2270.83         8.10E-24        8.10E-24
2271.32         8.08E-24        8.08E-24
2271.82         8.07E-24        8.07E-24
2272.31         8.05E-24        8.05E-24
2272.81         8.04E-24        8.04E-24
2273.30         8.02E-24        8.02E-24
2273.80         8.01E-24        8.01E-24
2274.30         8.00E-24        8.00E-24
2274.79         7.98E-24        7.98E-24
2275.29         7.97E-24        7.97E-24
2275.78         7.95E-24        7.95E-24
2276.28         7.94E-24        7.94E-24
2276.77         7.92E-24        7.92E-24
2277.27         7.91E-24        7.91E-24
2277.77         7.89E-24        7.89E-24
2278.26         7.88E-24        7.88E-24
2278.76         7.86E-24        7.86E-24
2279.25         7.85E-24        7.85E-24
2279.75         7.84E-24        7.84E-24
2280.24         7.82E-24        7.82E-24
2280.74         7.81E-24        7.81E-24
2281.23         7.79E-24        7.79E-24
2281.73         7.78E-24        7.78E-24
2282.23         7.76E-24        7.76E-24
2282.72         7.75E-24        7.75E-24
2283.22         7.73E-24        7.73E-24
2283.71         7.72E-24        7.72E-24
2284.21         7.70E-24        7.70E-24
2284.70         7.69E-24        7.69E-24
2285.20         7.68E-24        7.68E-24
2285.69         7.66E-24        7.66E-24
2286.19         7.65E-24        7.65E-24
2286.69         7.63E-24        7.63E-24
2287.18         7.62E-24        7.62E-24
2287.68         7.60E-24        7.60E-24
2288.17         7.59E-24        7.59E-24
2288.67         7.57E-24        7.57E-24
2289.16         7.56E-24        7.56E-24
2289.66         7.54E-24        7.54E-24
2290.16         7.53E-24        7.53E-24
2290.65         7.51E-24        7.51E-24
2291.15         7.50E-24        7.50E-24
2291.64         7.49E-24        7.49E-24
2292.14         7.47E-24        7.47E-24
2292.63         7.46E-24        7.46E-24
2293.13         7.44E-24        7.44E-24
2293.62         7.43E-24        7.43E-24
2294.12         7.41E-24        7.41E-24
2294.62         7.40E-24        7.40E-24
2295.11         7.38E-24        7.38E-24
2295.61         7.37E-24        7.37E-24
2296.10         7.35E-24        7.35E-24
2296.60         7.34E-24        7.34E-24
2297.09         7.33E-24        7.33E-24
2297.59         7.31E-24        7.31E-24
2298.09         7.30E-24        7.30E-24
2298.58         7.28E-24        7.28E-24
2299.08         7.27E-24        7.27E-24
2299.57         7.25E-24        7.25E-24
2300.07         7.24E-24        7.24E-24
2300.56         7.23E-24        7.23E-24
2301.06         7.22E-24        7.22E-24
2301.55         7.21E-24        7.21E-24
2302.05         7.20E-24        7.20E-24
2302.55         7.19E-24        7.19E-24
2303.04         7.18E-24        7.18E-24
2303.54         7.17E-24        7.17E-24
2304.03         7.16E-24        7.16E-24
2304.53         7.15E-24        7.15E-24
2305.02         7.14E-24        7.14E-24
2305.52         7.13E-24        7.13E-24
2306.01         7.12E-24        7.12E-24
2306.51         7.11E-24        7.11E-24
2307.01         7.10E-24        7.10E-24
2307.50         7.09E-24        7.09E-24
2308.00         7.08E-24        7.08E-24
2308.49         7.07E-24        7.07E-24
2308.99         7.06E-24        7.06E-24
2309.48         7.05E-24        7.05E-24
2309.98         7.04E-24        7.04E-24
2310.48         7.03E-24        7.03E-24
2310.97         7.02E-24        7.02E-24
2311.47         7.01E-24        7.01E-24
2311.96         7.00E-24        7.00E-24
2312.46         6.99E-24        6.99E-24
2312.95         6.98E-24        6.98E-24
2313.45         6.97E-24        6.97E-24
2313.94         6.96E-24        6.96E-24
2314.44         6.95E-24        6.95E-24
2314.94         6.94E-24        6.94E-24
2315.43         6.93E-24        6.93E-24
2315.93         6.92E-24        6.92E-24
2316.42         6.91E-24        6.91E-24
2316.92         6.90E-24        6.90E-24
2317.41         6.89E-24        6.89E-24
2317.91         6.88E-24        6.88E-24
2318.41         6.87E-24        6.87E-24
2318.90         6.86E-24        6.86E-24
2319.40         6.85E-24        6.85E-24
2319.89         6.84E-24        6.84E-24
2320.39         6.83E-24        6.83E-24
2320.88         6.82E-24        6.82E-24
2321.38         6.81E-24        6.81E-24
2321.87         6.80E-24        6.80E-24
2322.37         6.79E-24        6.79E-24
2322.87         6.78E-24        6.78E-24
2323.36         6.77E-24        6.77E-24
2323.86         6.76E-24        6.76E-24
2324.35         6.75E-24        6.75E-24
2324.85         6.74E-24        6.74E-24
2325.34         6.73E-24        6.73E-24
2325.84         6.72E-24        6.72E-24
2326.33         6.71E-24        6.71E-24
2326.83         6.70E-24        6.70E-24
2327.33         6.69E-24        6.69E-24
2327.82         6.68E-24        6.68E-24
2328.32         6.67E-24        6.67E-24
2328.81         6.66E-24        6.66E-24
2329.31         6.65E-24        6.65E-24
2329.80         6.64E-24        6.64E-24
2330.30         6.63E-24        6.63E-24
2330.80         6.62E-24        6.62E-24
2331.29         6.61E-24        6.61E-24
2331.79         6.60E-24        6.60E-24
2332.28         6.59E-24        6.59E-24
2332.78         6.58E-24        6.58E-24
2333.27         6.57E-24        6.57E-24
2333.77         6.56E-24        6.56E-24
2334.26         6.55E-24        6.55E-24
2334.76         6.54E-24        6.54E-24
2335.26         6.53E-24        6.53E-24
2335.75         6.52E-24        6.52E-24
2336.25         6.51E-24        6.51E-24
2336.74         6.50E-24        6.50E-24
2337.24         6.49E-24        6.49E-24
2337.73         6.48E-24        6.48E-24
2338.23         6.47E-24        6.47E-24
2338.72         6.46E-24        6.46E-24
2339.22         6.45E-24        6.45E-24
2339.72         6.44E-24        6.44E-24
2340.21         6.43E-24        6.43E-24
2340.71         6.61E-24        6.61E-24
2341.20         6.59E-24        6.59E-24
2341.70         6.57E-24        6.57E-24
2342.19         6.55E-24        6.55E-24
2342.69         6.53E-24        6.53E-24
