0 Branching ratio for CS2       Total        1 branches    
Lambda          Total           CS/S
2710.43         9.22E-22        9.22E-22
2710.93         1.79E-22        1.79E-22
2711.42         3.54E-22        3.54E-22
2711.92         1.18E-22        1.18E-22
2712.41         4.69E-22        4.69E-22
2712.91         2.34E-22        2.34E-22
2713.40         3.94E-22        3.94E-22
2713.90         1.13E-21        1.13E-21
2714.40         1.45E-22        1.45E-22
2714.89         2.34E-22        2.34E-22
2715.39         2.34E-22        2.34E-22
2715.88         2.34E-22        2.34E-22
2716.38         4.29E-22        4.29E-22
2716.87         1.86E-22        1.86E-22
2717.37         1.22E-22        1.22E-22
2717.86         1.31E-22        1.31E-22
2718.36         3.35E-22        3.35E-22
2718.86         9.39E-22        9.39E-22
2719.35         2.42E-22        2.42E-22
2719.85         3.46E-22        3.46E-22
2720.34         1.17E-22        0.00E+00
2720.84         3.27E-22        0.00E+00
2721.33         2.76E-22        0.00E+00
2721.83         2.04E-22        0.00E+00
2722.32         1.82E-22        0.00E+00
2722.82         2.09E-22        0.00E+00
2723.32         3.99E-22        0.00E+00
2723.81         1.45E-22        0.00E+00
2724.31         3.69E-22        0.00E+00
2724.80         5.99E-22        0.00E+00
2725.30         3.65E-22        0.00E+00
2725.79         2.44E-22        0.00E+00
2726.29         3.32E-22        0.00E+00
2726.79         2.63E-22        0.00E+00
2727.28         3.52E-22        0.00E+00
2727.78         2.13E-22        0.00E+00
2728.27         3.31E-22        0.00E+00
2728.77         2.34E-22        0.00E+00
2729.26         3.38E-22        0.00E+00
2729.76         4.26E-22        0.00E+00
2730.25         2.56E-22        0.00E+00
2730.75         4.69E-22        0.00E+00
2731.25         1.35E-22        0.00E+00
2731.74         2.18E-22        0.00E+00
2732.24         2.43E-22        0.00E+00
2732.73         2.09E-22        0.00E+00
2733.23         1.81E-22        0.00E+00
2733.72         1.17E-22        0.00E+00
2734.22         4.48E-22        0.00E+00
2734.72         1.77E-22        0.00E+00
2735.21         2.95E-22        0.00E+00
2735.71         2.44E-22        0.00E+00
2736.20         2.34E-22        0.00E+00
2736.70         3.43E-22        0.00E+00
2737.19         4.27E-22        0.00E+00
2737.69         1.73E-22        0.00E+00
2738.18         2.34E-22        0.00E+00
2738.68         1.37E-22        0.00E+00
2739.18         3.49E-22        0.00E+00
2739.67         4.60E-22        0.00E+00
2740.17         3.84E-22        0.00E+00
2740.66         1.25E-22        0.00E+00
2741.16         1.17E-22        0.00E+00
2741.65         6.92E-22        0.00E+00
2742.15         2.73E-22        0.00E+00
2742.64         1.17E-22        0.00E+00
2743.14         4.04E-22        0.00E+00
2743.64         3.52E-22        0.00E+00
2744.13         7.40E-22        0.00E+00
2744.63         5.21E-22        0.00E+00
2745.12         6.25E-22        0.00E+00
2745.62         1.17E-22        0.00E+00
2746.11         1.17E-22        0.00E+00
2746.61         1.33E-22        0.00E+00
2747.11         4.07E-22        0.00E+00
2747.60         1.17E-22        0.00E+00
2748.10         2.35E-22        0.00E+00
2748.59         5.68E-22        0.00E+00
2749.09         3.06E-22        0.00E+00
2749.58         3.52E-22        0.00E+00
2750.08         1.70E-22        0.00E+00
2750.57         1.72E-22        0.00E+00
2751.07         1.73E-22        0.00E+00
2751.57         1.75E-22        0.00E+00
2752.06         1.76E-22        0.00E+00
2752.56         1.78E-22        0.00E+00
2753.05         1.79E-22        0.00E+00
2753.55         1.81E-22        0.00E+00
2754.04         1.82E-22        0.00E+00
2754.54         1.84E-22        0.00E+00
2755.03         1.85E-22        0.00E+00
2755.53         1.87E-22        0.00E+00
2756.03         1.88E-22        0.00E+00
2756.52         1.90E-22        0.00E+00
2757.02         1.91E-22        0.00E+00
2757.51         1.93E-22        0.00E+00
2758.01         1.94E-22        0.00E+00
2758.50         1.96E-22        0.00E+00
2759.00         1.97E-22        0.00E+00
2759.50         1.98E-22        0.00E+00
2759.99         2.00E-22        0.00E+00
2760.49         2.03E-22        0.00E+00
2760.98         2.07E-22        0.00E+00
2761.48         2.10E-22        0.00E+00
2761.97         2.14E-22        0.00E+00
2762.47         2.17E-22        0.00E+00
2762.96         2.21E-22        0.00E+00
2763.46         2.24E-22        0.00E+00
2763.96         2.28E-22        0.00E+00
2764.45         2.31E-22        0.00E+00
2764.95         2.35E-22        0.00E+00
2765.44         2.38E-22        0.00E+00
2765.94         2.42E-22        0.00E+00
2766.43         2.45E-22        0.00E+00
2766.93         2.49E-22        0.00E+00
2767.43         2.52E-22        0.00E+00
2767.92         2.55E-22        0.00E+00
2768.42         2.59E-22        0.00E+00
2768.91         2.62E-22        0.00E+00
2769.41         2.66E-22        0.00E+00
2769.90         2.69E-22        0.00E+00
2770.40         2.76E-22        0.00E+00
2770.89         2.84E-22        0.00E+00
2771.39         2.92E-22        0.00E+00
2771.89         3.00E-22        0.00E+00
2772.38         3.08E-22        0.00E+00
2772.88         3.16E-22        0.00E+00
2773.37         3.24E-22        0.00E+00
2773.87         3.32E-22        0.00E+00
2774.36         3.40E-22        0.00E+00
2774.86         3.48E-22        0.00E+00
2775.35         3.56E-22        0.00E+00
2775.85         3.64E-22        0.00E+00
2776.35         3.72E-22        0.00E+00
2776.84         3.79E-22        0.00E+00
2777.34         3.87E-22        0.00E+00
2777.83         3.95E-22        0.00E+00
2778.33         4.03E-22        0.00E+00
2778.82         4.11E-22        0.00E+00
2779.32         4.19E-22        0.00E+00
2779.82         4.27E-22        0.00E+00
2780.31         4.32E-22        0.00E+00
2780.81         4.36E-22        0.00E+00
2781.30         4.39E-22        0.00E+00
2781.80         4.43E-22        0.00E+00
2782.29         4.46E-22        0.00E+00
2782.79         4.50E-22        0.00E+00
2783.28         4.53E-22        0.00E+00
2783.78         4.56E-22        0.00E+00
2784.28         4.60E-22        0.00E+00
2784.77         4.63E-22        0.00E+00
2785.27         4.67E-22        0.00E+00
2785.76         4.70E-22        0.00E+00
2786.26         4.74E-22        0.00E+00
2786.75         4.77E-22        0.00E+00
2787.25         4.81E-22        0.00E+00
2787.74         4.84E-22        0.00E+00
2788.24         4.88E-22        0.00E+00
2788.74         4.91E-22        0.00E+00
2789.23         4.95E-22        0.00E+00
2789.73         4.98E-22        0.00E+00
2790.22         5.01E-22        0.00E+00
2790.72         5.02E-22        0.00E+00
2791.21         5.04E-22        0.00E+00
2791.71         5.05E-22        0.00E+00
2792.21         5.07E-22        0.00E+00
2792.70         5.08E-22        0.00E+00
2793.20         5.10E-22        0.00E+00
2793.69         5.11E-22        0.00E+00
2794.19         5.13E-22        0.00E+00
2794.68         5.14E-22        0.00E+00
2795.18         5.16E-22        0.00E+00
2795.67         5.17E-22        0.00E+00
2796.17         5.19E-22        0.00E+00
2796.67         5.20E-22        0.00E+00
2797.16         5.21E-22        0.00E+00
2797.66         5.23E-22        0.00E+00
2798.15         5.24E-22        0.00E+00
2798.65         5.26E-22        0.00E+00
2799.14         5.27E-22        0.00E+00
2799.64         5.29E-22        0.00E+00
2800.14         5.31E-22        0.00E+00
2800.63         5.36E-22        0.00E+00
2801.13         5.40E-22        0.00E+00
2801.62         5.45E-22        0.00E+00
2802.12         5.49E-22        0.00E+00
2802.61         5.54E-22        0.00E+00
2803.11         5.58E-22        0.00E+00
2803.60         5.62E-22        0.00E+00
2804.10         5.67E-22        0.00E+00
2804.60         5.71E-22        0.00E+00
2805.09         5.76E-22        0.00E+00
2805.59         5.80E-22        0.00E+00
2806.08         5.85E-22        0.00E+00
2806.58         5.89E-22        0.00E+00
2807.07         5.94E-22        0.00E+00
2807.57         5.98E-22        0.00E+00
2808.06         6.03E-22        0.00E+00
2808.56         6.07E-22        0.00E+00
2809.06         6.12E-22        0.00E+00
2809.55         6.16E-22        0.00E+00
2810.05         6.21E-22        0.00E+00
2810.54         6.30E-22        0.00E+00
2811.04         6.39E-22        0.00E+00
2811.53         6.48E-22        0.00E+00
2812.03         6.57E-22        0.00E+00
2812.53         6.65E-22        0.00E+00
2813.02         6.74E-22        0.00E+00
2813.52         6.83E-22        0.00E+00
2814.01         6.92E-22        0.00E+00
2814.51         7.01E-22        0.00E+00
2815.00         7.10E-22        0.00E+00
2815.50         7.19E-22        0.00E+00
2815.99         7.28E-22        0.00E+00
2816.49         7.37E-22        0.00E+00
2816.99         7.46E-22        0.00E+00
2817.48         7.55E-22        0.00E+00
2817.98         7.64E-22        0.00E+00
2818.47         7.73E-22        0.00E+00
2818.97         7.81E-22        0.00E+00
2819.46         7.90E-22        0.00E+00
2819.96         7.99E-22        0.00E+00
2820.46         8.10E-22        0.00E+00
2820.95         8.22E-22        0.00E+00
2821.45         8.33E-22        0.00E+00
2821.94         8.45E-22        0.00E+00
2822.44         8.56E-22        0.00E+00
2822.93         8.67E-22        0.00E+00
2823.43         8.79E-22        0.00E+00
2823.92         8.90E-22        0.00E+00
2824.42         9.02E-22        0.00E+00
2824.92         9.13E-22        0.00E+00
2825.41         9.24E-22        0.00E+00
2825.91         9.36E-22        0.00E+00
2826.40         9.47E-22        0.00E+00
2826.90         9.59E-22        0.00E+00
2827.39         9.70E-22        0.00E+00
2827.89         9.81E-22        0.00E+00
2828.38         9.93E-22        0.00E+00
2828.88         1.00E-21        0.00E+00
2829.38         1.02E-21        0.00E+00
2829.87         1.03E-21        0.00E+00
2830.37         1.04E-21        0.00E+00
2830.86         1.05E-21        0.00E+00
2831.36         1.06E-21        0.00E+00
2831.85         1.07E-21        0.00E+00
2832.35         1.07E-21        0.00E+00
2832.85         1.08E-21        0.00E+00
2833.34         1.09E-21        0.00E+00
2833.84         1.10E-21        0.00E+00
2834.33         1.11E-21        0.00E+00
2834.83         1.12E-21        0.00E+00
2835.32         1.13E-21        0.00E+00
2835.82         1.14E-21        0.00E+00
2836.31         1.15E-21        0.00E+00
2836.81         1.16E-21        0.00E+00
2837.31         1.17E-21        0.00E+00
2837.80         1.18E-21        0.00E+00
2838.30         1.19E-21        0.00E+00
2838.79         1.20E-21        0.00E+00
2839.29         1.21E-21        0.00E+00
2839.78         1.22E-21        0.00E+00
2840.28         1.23E-21        0.00E+00
2840.77         1.25E-21        0.00E+00
2841.27         1.27E-21        0.00E+00
2841.77         1.28E-21        0.00E+00
2842.26         1.30E-21        0.00E+00
2842.76         1.32E-21        0.00E+00
2843.25         1.34E-21        0.00E+00
2843.75         1.35E-21        0.00E+00
2844.24         1.37E-21        0.00E+00
2844.74         1.39E-21        0.00E+00
2845.24         1.41E-21        0.00E+00
2845.73         1.43E-21        0.00E+00
2846.23         1.44E-21        0.00E+00
2846.72         1.46E-21        0.00E+00
2847.22         1.48E-21        0.00E+00
2847.71         1.50E-21        0.00E+00
2848.21         1.52E-21        0.00E+00
2848.70         1.53E-21        0.00E+00
2849.20         1.55E-21        0.00E+00
2849.70         1.57E-21        0.00E+00
2850.19         1.59E-21        0.00E+00
2850.69         1.62E-21        0.00E+00
2851.18         1.64E-21        0.00E+00
2851.68         1.67E-21        0.00E+00
2852.17         1.69E-21        0.00E+00
2852.67         1.72E-21        0.00E+00
2853.17         1.74E-21        0.00E+00
2853.66         1.77E-21        0.00E+00
2854.16         1.79E-21        0.00E+00
2854.65         1.82E-21        0.00E+00
2855.15         1.84E-21        0.00E+00
2855.64         1.87E-21        0.00E+00
2856.14         1.89E-21        0.00E+00
2856.63         1.92E-21        0.00E+00
2857.13         1.94E-21        0.00E+00
2857.63         1.97E-21        0.00E+00
2858.12         1.99E-21        0.00E+00
2858.62         2.02E-21        0.00E+00
2859.11         2.04E-21        0.00E+00
2859.61         2.07E-21        0.00E+00
2860.10         2.09E-21        0.00E+00
2860.60         2.12E-21        0.00E+00
2861.09         2.14E-21        0.00E+00
2861.59         2.16E-21        0.00E+00
2862.09         2.18E-21        0.00E+00
2862.58         2.21E-21        0.00E+00
2863.08         2.23E-21        0.00E+00
2863.57         2.25E-21        0.00E+00
2864.07         2.27E-21        0.00E+00
2864.56         2.30E-21        0.00E+00
2865.06         2.32E-21        0.00E+00
2865.56         2.34E-21        0.00E+00
2866.05         2.36E-21        0.00E+00
2866.55         2.38E-21        0.00E+00
2867.04         2.41E-21        0.00E+00
2867.54         2.43E-21        0.00E+00
2868.03         2.45E-21        0.00E+00
2868.53         2.47E-21        0.00E+00
2869.02         2.50E-21        0.00E+00
2869.52         2.52E-21        0.00E+00
2870.02         2.54E-21        0.00E+00
2870.51         2.57E-21        0.00E+00
2871.01         2.60E-21        0.00E+00
2871.50         2.62E-21        0.00E+00
2872.00         2.65E-21        0.00E+00
2872.49         2.68E-21        0.00E+00
2872.99         2.70E-21        0.00E+00
2873.49         2.73E-21        0.00E+00
2873.98         2.76E-21        0.00E+00
2874.48         2.79E-21        0.00E+00
2874.97         2.81E-21        0.00E+00
2875.47         2.84E-21        0.00E+00
2875.96         2.87E-21        0.00E+00
2876.46         2.90E-21        0.00E+00
2876.95         2.92E-21        0.00E+00
2877.45         2.95E-21        0.00E+00
2877.95         2.98E-21        0.00E+00
2878.44         3.00E-21        0.00E+00
2878.94         3.03E-21        0.00E+00
2879.43         3.06E-21        0.00E+00
2879.93         3.09E-21        0.00E+00
2880.42         3.15E-21        0.00E+00
2880.92         3.22E-21        0.00E+00
2881.41         3.28E-21        0.00E+00
2881.91         3.35E-21        0.00E+00
2882.41         3.42E-21        0.00E+00
2882.90         3.48E-21        0.00E+00
2883.40         3.55E-21        0.00E+00
2883.89         3.62E-21        0.00E+00
2884.39         3.69E-21        0.00E+00
2884.88         3.75E-21        0.00E+00
2885.38         3.82E-21        0.00E+00
2885.88         3.89E-21        0.00E+00
2886.37         3.96E-21        0.00E+00
2886.87         4.02E-21        0.00E+00
2887.36         4.09E-21        0.00E+00
2887.86         4.16E-21        0.00E+00
2888.35         4.23E-21        0.00E+00
2888.85         4.29E-21        0.00E+00
2889.34         4.36E-21        0.00E+00
2889.84         4.43E-21        0.00E+00
